source_id,source_name,source_type,iso3_country,original_inventory_sector,start_time,end_time,temporal_granularity,gas,emissions_quantity,emissions_factor,emissions_factor_units,capacity,capacity_units,capacity_factor,activity,activity_units,created_date,modified_date,lat,lon
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2021-1-1,2021-1-31,Monthly,bc,0,0,t of BC per population served or population equivalent,1.87352389472355e+06,population served or population equivalent,1,1.87352389472355e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2021-2-1,2021-2-28,Monthly,bc,0,0,t of BC per population served or population equivalent,1.87639918984872e+06,population served or population equivalent,1,1.87639918984872e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2021-3-1,2021-3-31,Monthly,bc,0,0,t of BC per population served or population equivalent,1.87927144313473e+06,population served or population equivalent,1,1.87927144313473e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2021-4-1,2021-4-30,Monthly,bc,0,0,t of BC per population served or population equivalent,1.88223442104904e+06,population served or population equivalent,1,1.88223442104904e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2021-5-1,2021-5-31,Monthly,bc,0,0,t of BC per population served or population equivalent,1.88518711031997e+06,population served or population equivalent,1,1.88518711031997e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2021-6-1,2021-6-30,Monthly,bc,0,0,t of BC per population served or population equivalent,1.88812593376394e+06,population served or population equivalent,1,1.88812593376394e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2021-7-1,2021-7-31,Monthly,bc,0,0,t of BC per population served or population equivalent,1.89104737180833e+06,population served or population equivalent,1,1.89104737180833e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2021-8-1,2021-8-31,Monthly,bc,0,0,t of BC per population served or population equivalent,1.8939965816697e+06,population served or population equivalent,1,1.8939965816697e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2021-9-1,2021-9-30,Monthly,bc,0,0,t of BC per population served or population equivalent,1.8968774188834e+06,population served or population equivalent,1,1.8968774188834e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2021-10-1,2021-10-31,Monthly,bc,0,0,t of BC per population served or population equivalent,1.89973667182163e+06,population served or population equivalent,1,1.89973667182163e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2021-11-1,2021-11-30,Monthly,bc,0,0,t of BC per population served or population equivalent,1.90257339696718e+06,population served or population equivalent,1,1.90257339696718e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2021-12-1,2021-12-31,Monthly,bc,0,0,t of BC per population served or population equivalent,1.90538665080282e+06,population served or population equivalent,1,1.90538665080282e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2021-1-1,2021-1-31,Monthly,ch4,56.80149744,3.031799999987799e-05,t of CH4 per population served or population equivalent,1.87352389472355e+06,population served or population equivalent,1,1.87352389472355e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2021-2-1,2021-2-28,Monthly,ch4,51.38331541,2.7383999997432664e-05,t of CH4 per population served or population equivalent,1.87639918984872e+06,population served or population equivalent,1,1.87639918984872e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2021-3-1,2021-3-31,Monthly,ch4,56.97575161,3.0317999998425593e-05,t of CH4 per population served or population equivalent,1.87927144313473e+06,population served or population equivalent,1,1.87927144313473e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2021-4-1,2021-4-30,Monthly,ch4,55.22475791,2.9339999998098625e-05,t of CH4 per population served or population equivalent,1.88223442104904e+06,population served or population equivalent,1,1.88223442104904e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2021-5-1,2021-5-31,Monthly,ch4,57.15510281,3.0317999999638846e-05,t of CH4 per population served or population equivalent,1.88518711031997e+06,population served or population equivalent,1,1.88518711031997e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2021-6-1,2021-6-30,Monthly,ch4,55.3976149,2.9340000001782723e-05,t of CH4 per population served or population equivalent,1.88812593376394e+06,population served or population equivalent,1,1.88812593376394e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2021-7-1,2021-7-31,Monthly,ch4,57.33277422,3.0318000000801168e-05,t of CH4 per population served or population equivalent,1.89104737180833e+06,population served or population equivalent,1,1.89104737180833e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2021-8-1,2021-8-31,Monthly,ch4,57.42218836,3.031799999838333e-05,t of CH4 per population served or population equivalent,1.8939965816697e+06,population served or population equivalent,1,1.8939965816697e+06,population served or population equivalent,,,31.435,74.293
