source_id,source_name,source_type,iso3_country,original_inventory_sector,start_time,end_time,temporal_granularity,gas,emissions_quantity,emissions_factor,emissions_factor_units,capacity,capacity_units,capacity_factor,activity,activity_units,created_date,modified_date,lat,lon
3172606,Allama Iqbal International Airport,domestic,PAK,domestic-aviation,2022-1-1,2022-1-31,Monthly,bc,0.0575268716140073,4.007908057349267e-05,t of BC per t of fuel,597,flights,2.4042447474497735,1435.3341142275149,t of fuel,,,31.521601,74.403603
3172606,Allama Iqbal International Airport,domestic,PAK,domestic-aviation,2022-2-1,2022-2-28,Monthly,bc,0.04476108899125643,4.0079080573492675e-05,t of BC per t of fuel,492,flights,2.2699578396299525,1116.8192570979365,t of fuel,,,31.521601,74.403603
3172606,Allama Iqbal International Airport,domestic,PAK,domestic-aviation,2022-3-1,2022-3-31,Monthly,bc,0.05408541736004497,4.007908057349267e-05,t of BC per t of fuel,601,flights,2.245370245210545,1349.4675173715375,t of fuel,,,31.521601,74.403603
3172606,Allama Iqbal International Airport,domestic,PAK,domestic-aviation,2022-4-1,2022-4-30,Monthly,bc,0.04707103581635955,4.007908057349267e-05,t of BC per t of fuel,537,flights,2.1870651453370353,1174.453983045988,t of fuel,,,31.521601,74.403603
3172606,Allama Iqbal International Airport,domestic,PAK,domestic-aviation,2022-5-1,2022-5-31,Monthly,bc,0.051473140595980474,4.0079080573492675e-05,t of BC per t of fuel,603,flights,2.1298332607483874,1284.2894562312777,t of fuel,,,31.521601,74.403603
3172606,Allama Iqbal International Airport,domestic,PAK,domestic-aviation,2022-6-1,2022-6-30,Monthly,bc,0.05189456106593578,4.007908057349267e-05,t of BC per t of fuel,612,flights,2.1156931049347745,1294.804180220082,t of fuel,,,31.521601,74.403603
3172606,Allama Iqbal International Airport,domestic,PAK,domestic-aviation,2022-7-1,2022-7-31,Monthly,bc,0.05296596804926514,4.0079080573492675e-05,t of BC per t of fuel,629,flights,2.1010119310249884,1321.5365046147176,t of fuel,,,31.521601,74.403603
3172606,Allama Iqbal International Airport,domestic,PAK,domestic-aviation,2022-8-1,2022-8-31,Monthly,bc,0.05023632538138477,4.007908057349267e-05,t of BC per t of fuel,606,flights,2.0683664773682944,1253.4300852851864,t of fuel,,,31.521601,74.403603
3172606,Allama Iqbal International Airport,domestic,PAK,domestic-aviation,2022-9-1,2022-9-30,Monthly,bc,0.046593813726135205,4.007908057349266e-05,t of BC per t of fuel,545,flights,2.1331137084837883,1162.5469711236647,t of fuel,,,31.521601,74.403603
3172606,Allama Iqbal International Airport,domestic,PAK,domestic-aviation,2022-10-1,2022-10-31,Monthly,bc,0.044713062857070815,4.0079080573492675e-05,t of BC per t of fuel,524,flights,2.129047657955335,1115.6209727685955,t of fuel,,,31.521601,74.403603
3172606,Allama Iqbal International Airport,domestic,PAK,domestic-aviation,2022-11-1,2022-11-30,Monthly,bc,0.04948846754222614,4.007908057349267e-05,t of BC per t of fuel,581,flights,2.1252504810938126,1234.7705295155051,t of fuel,,,31.521601,74.403603
3172606,Allama Iqbal International Airport,domestic,PAK,domestic-aviation,2022-12-1,2022-12-31,Monthly,bc,0.05195421906464754,4.007908057349267e-05,t of BC per t of fuel,609,flights,2.1285594209981347,1296.292687387864,t of fuel,,,31.521601,74.403603
3172606,Allama Iqbal International Airport,domestic,PAK,domestic-aviation,2022-1-1,2022-1-31,Monthly,ch4,0.03179265063013945,2.215e-05,t of CH4 per t of fuel,597,flights,2.4042447474497735,1435.3341142275149,t of fuel,,,31.521601,74.403603
3172606,Allama Iqbal International Airport,domestic,PAK,domestic-aviation,2022-2-1,2022-2-28,Monthly,ch4,0.024737546544719297,2.2150000000000003e-05,t of CH4 per t of fuel,492,flights,2.2699578396299525,1116.8192570979365,t of fuel,,,31.521601,74.403603
3172606,Allama Iqbal International Airport,domestic,PAK,domestic-aviation,2022-3-1,2022-3-31,Monthly,ch4,0.029890705509779552,2.2149999999999996e-05,t of CH4 per t of fuel,601,flights,2.245370245210545,1349.4675173715375,t of fuel,,,31.521601,74.403603
3172606,Allama Iqbal International Airport,domestic,PAK,domestic-aviation,2022-4-1,2022-4-30,Monthly,ch4,0.026014155724468635,2.215e-05,t of CH4 per t of fuel,537,flights,2.1870651453370353,1174.453983045988,t of fuel,,,31.521601,74.403603
3172606,Allama Iqbal International Airport,domestic,PAK,domestic-aviation,2022-5-1,2022-5-31,Monthly,ch4,0.0284470114555228,2.215e-05,t of CH4 per t of fuel,603,flights,2.1298332607483874,1284.2894562312777,t of fuel,,,31.521601,74.403603
3172606,Allama Iqbal International Airport,domestic,PAK,domestic-aviation,2022-6-1,2022-6-30,Monthly,ch4,0.02867991259187481,2.215e-05,t of CH4 per t of fuel,612,flights,2.1156931049347745,1294.804180220082,t of fuel,,,31.521601,74.403603
3172606,Allama Iqbal International Airport,domestic,PAK,domestic-aviation,2022-7-1,2022-7-31,Monthly,ch4,0.029272033577215993,2.215e-05,t of CH4 per t of fuel,629,flights,2.1010119310249884,1321.5365046147176,t of fuel,,,31.521601,74.403603
3172606,Allama Iqbal International Airport,domestic,PAK,domestic-aviation,2022-8-1,2022-8-31,Monthly,ch4,0.02776347638906687,2.2149999999999996e-05,t of CH4 per t of fuel,606,flights,2.0683664773682944,1253.4300852851864,t of fuel,,,31.521601,74.403603
3172606,Allama Iqbal International Airport,domestic,PAK,domestic-aviation,2022-9-1,2022-9-30,Monthly,ch4,0.02575041541038917,2.2149999999999996e-05,t of CH4 per t of fuel,545,flights,2.1331137084837883,1162.5469711236647,t of fuel,,,31.521601,74.403603
3172606,Allama Iqbal International Airport,domestic,PAK,domestic-aviation,2022-10-1,2022-10-31,Monthly,ch4,0.02471100454682439,2.215e-05,t of CH4 per t of fuel,524,flights,2.129047657955335,1115.6209727685955,t of fuel,,,31.521601,74.403603
