source_id,source_name,source_type,iso3_country,original_inventory_sector,start_time,end_time,temporal_granularity,gas,emissions_quantity,emissions_factor,emissions_factor_units,capacity,capacity_units,capacity_factor,activity,activity_units,created_date,modified_date,lat,lon
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2022-1-1,2022-1-31,Monthly,bc,0,0,t of BC per population served or population equivalent,1.90822099979806e+06,population served or population equivalent,1,1.90822099979806e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2022-2-1,2022-2-28,Monthly,bc,0,0,t of BC per population served or population equivalent,1.91089387699131e+06,population served or population equivalent,1,1.91089387699131e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2022-3-1,2022-3-31,Monthly,bc,0,0,t of BC per population served or population equivalent,1.91354216323109e+06,population served or population equivalent,1,1.91354216323109e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2022-4-1,2022-4-30,Monthly,bc,0,0,t of BC per population served or population equivalent,1.91625345865168e+06,population served or population equivalent,1,1.91625345865168e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2022-5-1,2022-5-31,Monthly,bc,0,0,t of BC per population served or population equivalent,1.91893661157873e+06,population served or population equivalent,1,1.91893661157873e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2022-6-1,2022-6-30,Monthly,bc,0,0,t of BC per population served or population equivalent,1.92159067849501e+06,population served or population equivalent,1,1.92159067849501e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2022-7-1,2022-7-31,Monthly,bc,0,0,t of BC per population served or population equivalent,1.92421479711577e+06,population served or population equivalent,1,1.92421479711577e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2022-8-1,2022-8-31,Monthly,bc,0,0,t of BC per population served or population equivalent,1.92685221943233e+06,population served or population equivalent,1,1.92685221943233e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2022-9-1,2022-9-30,Monthly,bc,0,0,t of BC per population served or population equivalent,1.92942060164875e+06,population served or population equivalent,1,1.92942060164875e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2022-10-1,2022-10-31,Monthly,bc,0,0,t of BC per population served or population equivalent,1.93196548342659e+06,population served or population equivalent,1,1.93196548342659e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2022-11-1,2022-11-30,Monthly,bc,0,0,t of BC per population served or population equivalent,1.93448963476567e+06,population served or population equivalent,1,1.93448963476567e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2022-12-1,2022-12-31,Monthly,bc,0,0,t of BC per population served or population equivalent,1.93699582566582e+06,population served or population equivalent,1,1.93699582566582e+06,population served or population equivalent,,,31.435,74.293
3867649,Unknown name,centralized WWTP with secondary treatment,PAK,domestic-wastewater-treatment-and-discharge,2022-1-1,2022-1-31,Monthly,ch4,57.85344427,3.0317999999016056e-05,t of CH4 per population served or population equivalent,1.90822099979806e+06,population served or population equivalent,1,1.90822099979806e+06,population served or population equivalent,,,31.435,74.293
